,as_of_date,education,entity_id,gender,label_value,race,score,rank_abs,rank_pct
26157,26157, HS-grad,26157, Male,0, White,0.7153011576949602,7234,0.2594943187634353
24579,24579, HS-grad,24579, Female,0, White,0.7881324602740818,3862,0.6046678267990582
16733,16733, HS-grad,16733, Male,0, White,0.7529910253231998,5822,0.40403316613778273
17059,17059, Some-college,17059, Male,0, Amer-Indian-Eskimo,0.6791019470104238,8053,0.1756576927014024
12725,12725, Bachelors,12725, Male,1, Asian-Pac-Islander,0.7918251124270652,3616,0.6298495240045041
30270,30270, Some-college,30270, Male,0, White,0.8056516657760628,2833,0.7100010236462279
4534,4534, HS-grad,4534, Female,0, White,0.757184356817482,5639,0.42276589210768756
8898,8898, Some-college,8898, Male,0, Asian-Pac-Islander,0.760230045513974,5505,0.43648275156106053
31056,31056, Bachelors,31056, Female,1, White,0.42838539392208475,9106,0.06786774490736003
31283,31283, HS-grad,31283, Female,0, White,0.7710043377739642,4934,0.4949329511720749
8052,8052, 7th-8th,8052, Male,0, White,0.8543939587468161,1089,0.8885249257856485
11294,11294, 1st-4th,11294, Male,0, White,0.7627171066832223,5373,0.4499948817688607
7603,7603, Bachelors,7603, Male,0, White,0.8038486520140202,2941,0.6989456443853004
19108,19108, Bachelors,19108, Male,0, White,0.7869814664834202,3934,0.59729757395844
2369,2369, 9th,2369, Male,0, White,0.9031935826044009,227,0.9767632306274951
12184,12184, Bachelors,12184, Male,0, White,0.9135685735107664,148,0.984850035827618
19415,19415, Some-college,19415, Male,0, White,0.7709766417719969,4935,0.4948305865492886
17603,17603, HS-grad,17603, Male,0, White,0.7966252944026416,3336,0.6585116183846862
7462,7462, HS-grad,7462, Female,0, White,0.43678976099536704,9089,0.06960794349472821
8059,8059, HS-grad,8059, Male,0, Asian-Pac-Islander,0.7503877626032751,5937,0.39226123451735084
213,213, HS-grad,213, Male,0, Asian-Pac-Islander,0.745515458687023,6138,0.3716859453372914
31615,31615, Bachelors,31615, Male,0, White,0.7781420005970174,4489,0.5404852083120073
4887,4887, Assoc-acdm,4887, Female,0, Black,0.7640376708583527,5303,0.45716040536390623
7572,7572, HS-grad,7572, Male,1, White,3.9968028886505635e-15,9755,0.0014331047190091484
2907,2907, HS-grad,2907, Female,0, White,0.6680604182975061,8236,0.15692496673149758
249,249, HS-grad,249, Male,0, White,0.7732159841949044,4803,0.5083427167570888
10508,10508, HS-grad,10508, Male,1, White,0.8042611741906915,2925,0.7005834783498823
30756,30756, HS-grad,30756, Male,0, White,0.7142578937352644,7266,0.25621865083427164
11494,11494, Bachelors,11494, Male,1, White,0.8821229361980557,501,0.9487153239840311
10348,10348, Bachelors,10348, Male,0, White,0.7620712582376413,5410,0.4462073907257652
2622,2622, HS-grad,2622, Male,0, Amer-Indian-Eskimo,0.847680282570012,1253,0.8717371276486846
24738,24738, Masters,24738, Male,1, White,0.7834550136361127,4168,0.5733442522264305
28675,28675, Bachelors,28675, Female,1, White,0.16944180414912924,9510,0.026512437301668523
28162,28162, HS-grad,28162, Male,0, White,0.7888001012771819,3815,0.6094789640700173
4859,4859, HS-grad,4859, Male,0, White,0.6492292006443579,8448,0.13522366670078823
20855,20855, Some-college,20855, Male,0, White,0.5951428850485219,8670,0.1124987204422152
13456,13456, 7th-8th,13456, Male,0, White,0.9120145032880179,163,0.9833145664858225
29085,29085, Some-college,29085, Male,0, White,0.8368458577851835,1576,0.8386733544886887
14453,14453, Some-college,14453, Male,0, White,0.613928986733302,8612,0.11843586856382438
7788,7788, 11th,7788, Male,0, White,0.7957479995835713,3385,0.6534957518681543
25314,25314, Some-college,25314, Male,0, White,0.8086086179945763,2678,0.7258675401781145
23831,23831, Bachelors,23831, Female,0, White,0.8402777508134385,1460,0.8505476507319071
8617,8617, Prof-school,8617, Female,1, White,0.8129446989144352,2444,0.7498208619101239
2163,2163, Bachelors,2163, Male,0, White,0.7882310611283153,3856,0.6052820145357765
14975,14975, Some-college,14975, Male,0, Black,0.8149223363821853,2346,0.7598525949431876
5460,5460, HS-grad,5460, Female,0, White,0.7747830987221862,4707,0.5181697205445798
22020,22020, Bachelors,22020, Male,0, White,0.8554973055400565,1068,0.8906745828641621
10832,10832, HS-grad,10832, Male,0, White,0.8575380906274694,1013,0.8963046371174123
4095,4095, HS-grad,4095, Male,0, White,0.6977823250297652,7674,0.21445388473743476
7185,7185, Masters,7185, Female,0, White,0.8230927301400701,2020,0.7932234619715426
30359,30359, HS-grad,30359, Male,0, White,0.8054726666124132,2842,0.7090797420411505
17441,17441, HS-grad,17441, Male,0, White,0.7779879561464917,4498,0.5395639267069301
23807,23807, HS-grad,23807, Female,0, White,0.6886221191265863,7875,0.1938785955573754
21784,21784, HS-grad,21784, Male,0, White,0.817466281603618,2226,0.7721363496775514
24743,24743, Some-college,24743, Male,0, White,0.8048034891393947,2888,0.7043709693929778
9646,9646, 7th-8th,9646, Female,0, White,0.74444752931301,6199,0.3654417033473232
17015,17015, Bachelors,17015, Female,0, White,0.7907290926466878,3687,0.6225816357866721
18019,18019, 11th,18019, Male,0, White,0.661205158823469,8332,0.14709796294400657
3215,3215, Some-college,3215, Male,0, White,0.8048901043212222,2882,0.7049851571296959
23270,23270, HS-grad,23270, Male,0, White,0.8091793963315527,2654,0.7283242911249872
18718,18718, Some-college,18718, Male,1, White,0.7947547010960277,3438,0.648070426860477
25240,25240, HS-grad,25240, Male,0, White,0.7931872909066733,3522,0.6394717985464223
17321,17321, 10th,17321, Male,0, White,0.8951456718323264,317,0.9675504145767223
17292,17292, HS-grad,17292, Male,0, White,0.8261215538724629,1918,0.8036646534957519
15107,15107, Bachelors,15107, Male,0, White,0.3703336114029121,9242,0.053946156208414364
24671,24671, Doctorate,24671, Male,0, White,0.8336913672056789,1650,0.8310983724024977
264,264, 11th,264, Male,0, White,0.8747184803373549,657,0.9327464428293581
23427,23427, HS-grad,23427, Female,0, White,0.7660452262880714,5204,0.4672945030197564
30963,30963, Some-college,30963, Female,0, Black,0.8083217379028471,2693,0.724332070836319
21659,21659, Assoc-voc,21659, Male,0, White,0.7506557590007739,5928,0.39318251612242805
11528,11528, HS-grad,11528, Female,0, White,0.7053467568922269,7506,0.2316511413655441
18865,18865, Some-college,18865, Male,0, White,0.7584029814218379,5576,0.42921486334322856
4975,4975, HS-grad,4975, Male,0, White,0.7052075134594245,7514,0.23083222438325313
31188,31188, Bachelors,31188, Male,1, White,0.48105579006231114,8951,0.08373426143924656
4702,4702, HS-grad,4702, Female,0, White,0.6181399600252273,8596,0.12007370252840621
16832,16832, Bachelors,16832, Male,1, White,0.838985767828264,1495,0.8469648889343843
2749,2749, 9th,2749, Female,0, White,0.7223612074861561,7009,0.2825263588903675
31164,31164, Some-college,31164, Male,1, White,0.3510359485261819,9277,0.05036339441089155
22305,22305, Some-college,22305, Female,0, White,0.6809950283517473,8017,0.17934281912171157
3792,3792, Assoc-acdm,3792, Male,0, White,0.7600004595416197,5518,0.43515201146483773
19461,19461, HS-grad,19461, Female,0, White,0.7776807110842361,4523,0.5370048111372709
28595,28595, HS-grad,28595, Male,0, White,0.6837142718984177,7967,0.18446105026102977
4138,4138, Some-college,4138, Female,0, White,0.7223872773337989,7008,0.2826287235131538
31741,31741, Assoc-acdm,31741, Male,0, Asian-Pac-Islander,0.6654242563284942,8267,0.15375166342512026
1262,1262, Assoc-voc,1262, Female,0, White,0.775908231523362,4632,0.5258470672535571
10472,10472, Some-college,10472, Male,0, White,0.7776990521601883,4519,0.5374142696284164
21763,21763, Bachelors,21763, Male,0, White,0.5054564884120355,8877,0.09130924352543757
18382,18382, HS-grad,18382, Male,0, White,0.7293432626211049,6748,0.3092435254376088
12514,12514, Some-college,12514, Female,0, White,0.7374640502564295,6464,0.3383150783089365
16560,16560, HS-grad,16560, Female,0, Black,0.7768914966007541,4574,0.5317842153751664
23945,23945, Some-college,23945, Female,0, White,0.7434219983547649,6249,0.36032347220800487
5060,5060, Some-college,5060, Male,0, White,0.7797056489900012,4405,0.549083836626062
25728,25728, 10th,25728, Female,0, White,0.8074113829894967,2736,0.7199303920565052
3906,3906, Bachelors,3906, Male,0, Black,0.9395570279121445,55,0.99436994574675
5245,5245, Bachelors,5245, Male,0, White,0.7450120256537727,6161,0.369331559013205
6156,6156, Some-college,6156, Male,0, White,0.8100319384792453,2603,0.7335448868870917
394,394, HS-grad,394, Female,0, White,0.7816846308739409,4277,0.5621865083427168
22061,22061, Assoc-acdm,22061, Female,0, Black,0.7847157835949445,4083,0.5820452451632716
10484,10484, 11th,10484, Female,0, White,0.7042812784858927,7530,0.2291943904186713
28577,28577, Masters,28577, Male,0, White,0.8151134337274561,2341,0.7603644180571194
17476,17476, HS-grad,17476, Male,0, White,0.8130605875317055,2438,0.750435049646842
5454,5454, Assoc-voc,5454, Female,0, White,0.747770606553616,6048,0.38089876138806433
30749,30749, Assoc-acdm,30749, Male,1, White,0.40745357865490783,9165,0.061828232162964514
13389,13389, Some-college,13389, Male,0, White,0.7213082331630449,7052,0.2781246801105538
6252,6252, Some-college,6252, Male,0, White,0.738960846343167,6399,0.34496877879005017
32057,32057, Bachelors,32057, Male,0, White,0.8022045324845313,3033,0.6895280990889548
1503,1503, Bachelors,1503, Male,1, White,0.027031093742868717,9608,0.016480704268604818
8894,8894, Masters,8894, Female,0, White,0.6603031604507665,8347,0.14556249360221107
19510,19510, Some-college,19510, Male,0, White,0.8594946184193168,964,0.9013205036339441
23131,23131, Bachelors,23131, Male,1, White,0.7703300900122985,4972,0.4910430955061931
1507,1507, HS-grad,1507, Male,0, White,0.8368313318627895,1578,0.8384686252431159
14445,14445, Bachelors,14445, Male,0, White,0.8680401126288356,793,0.9188248541304125
16510,16510, HS-grad,16510, Male,0, White,0.7688601017075365,5066,0.48142082096427474
3946,3946, HS-grad,3946, Male,0, White,0.7736958249426198,4773,0.5114136554406796
13860,13860, Assoc-acdm,13860, Male,0, White,0.7182345828558379,7135,0.2696284164192855
15845,15845, HS-grad,15845, Female,0, White,0.8047304554024585,2893,0.703859146279046
6441,6441, Bachelors,6441, Male,0, White,0.8602666017056069,944,0.9033677960896714
6206,6206, Some-college,6206, Male,0, White,0.8627934056459203,887,0.9092025795884943
11327,11327, Masters,11327, Male,1, White,0.799598827489513,3184,0.6740710410482138
11369,11369, 10th,11369, Male,0, Black,0.8474109741336535,1258,0.8712253045347528
20641,20641, Bachelors,20641, Male,1, White,0.7127713353068332,7322,0.2504862319582353
3351,3351, Some-college,3351, Female,0, White,0.37708353596223865,9233,0.05486743781349168
28728,28728, Some-college,28728, Male,1, Black,0.27226888294534135,9379,0.039922202886682356
673,673, Bachelors,673, Male,1, White,0.7792921806159216,4423,0.5472412734159074
4383,4383, Some-college,4383, Female,0, White,0.7279974809432955,6796,0.3043300235438633
8576,8576, Prof-school,8576, Female,0, White,0.7382780304551795,6433,0.3414883816153137
5022,5022, HS-grad,5022, Male,0, Amer-Indian-Eskimo,0.7682453998205446,5096,0.47834988228068376
8904,8904, Some-college,8904, Female,0, White,0.8537366759914801,1100,0.8873989149349985
6055,6055, HS-grad,6055, Male,0, White,0.7807986324585129,4322,0.5575801003173304
27615,27615, 11th,27615, Female,0, White,0.794815043840099,3432,0.6486846145971952
13649,13649, Some-college,13649, Male,0, White,0.7170169954523797,7179,0.26512437301668546
1254,1254, Some-college,1254, Male,0, White,0.5079945193978218,8864,0.09263998362166037
27808,27808, Some-college,27808, Female,0, Asian-Pac-Islander,0.7396526885624202,6379,0.3470160712457775
14979,14979, HS-grad,14979, Female,0, White,0.8253672773390835,1942,0.8012079025488791
27917,27917, HS-grad,27917, Female,0, White,0.7029251701348586,7552,0.22694236871737128
2883,2883, Masters,2883, Female,1, White,0.8534295219116048,1106,0.8867847271982803
4788,4788, Masters,4788, Male,0, White,0.7474185701031848,6059,0.3797727505374142
4858,4858, Some-college,4858, Male,1, White,0.8860757632795437,432,0.9557784829562903
18321,18321, 11th,18321, Male,1, White,0.7695932546977233,5023,0.4858224997440884
5997,5997, HS-grad,5997, Male,1, White,0.8055111648617822,2840,0.7092844712867232
7145,7145, HS-grad,7145, Male,0, White,0.7992054584866236,3203,0.6721261132152728
17075,17075, 10th,17075, Female,0, White,0.7329532252780218,6630,0.32132255092639983
5178,5178, HS-grad,5178, Female,0, Black,0.7802307406156723,4363,0.5533831507830893
31653,31653, Bachelors,31653, Male,1, White,0.80166443855779,3067,0.6860477019142184
16555,16555, 7th-8th,16555, Male,0, White,0.8043364771555976,2918,0.7013000307093868
518,518, Some-college,518, Female,0, White,0.7716803491961522,4891,0.4993346299518886
29313,29313, Bachelors,29313, Male,1, White,0.8596086548142257,959,0.901832326747876
14216,14216, Bachelors,14216, Male,0, White,0.8318119783491157,1700,0.8259801412631794
697,697, Masters,697, Male,1, White,0.3954302841703212,9199,0.05834783498822804
26680,26680, Some-college,26680, Female,0, White,0.7314675691321573,6679,0.316306684409868
25740,25740, HS-grad,25740, Female,0, White,0.8476620099564274,1254,0.8716347630258983
16500,16500, Doctorate,16500, Male,1, White,0.7995769670218958,3186,0.673866311802641
19530,19530, Bachelors,19530, Male,0, White,0.7747134648650176,4712,0.517657897430648
11843,11843, HS-grad,11843, Male,0, White,0.8307282357183117,1738,0.8220902855972976
23341,23341, HS-grad,23341, Male,1, White,0.8832735017891746,481,0.9507626164397585
29872,29872, HS-grad,29872, Male,1, White,0.01422476090014635,9678,0.009315180673559187
18948,18948, HS-grad,18948, Male,1, White,0.37262399883417097,9239,0.05425325007677351
2330,2330, Some-college,2330, Female,1, Asian-Pac-Islander,0.4841019910210398,8941,0.08475790766711022
1546,1546, 10th,1546, Male,0, White,0.7288731939265595,6760,0.30801514996417234
19140,19140, 11th,19140, Male,1, White,0.368546116055277,9249,0.053229603848909846
24398,24398, 11th,24398, Male,0, White,0.8115141625462754,2529,0.7411198689732829
26075,26075, HS-grad,26075, Male,0, White,0.8302050075823698,1761,0.8197358992732111
7950,7950, Some-college,7950, Male,0, White,0.7761741616950477,4619,0.5271778073497799
13947,13947, Bachelors,13947, Male,1, White,0.227931186894769,9429,0.03480397174736416
32485,32485, HS-grad,32485, Female,0, White,0.723622416250566,6962,0.28733749616132664
26466,26466, Assoc-voc,26466, Male,0, White,0.8630843331502955,880,0.9099191319479988
2685,2685, Some-college,2685, Female,0, Black,0.8885412961711099,398,0.9592588801310267
1798,1798, HS-grad,1798, Male,1, White,0.7833098692818052,4181,0.5720135121302078
2072,2072, HS-grad,2072, Male,0, White,0.7267944010963682,6842,0.29962125089569047
13914,13914, Some-college,13914, Male,1, White,0.8087324785387527,2671,0.726584092537619
8648,8648, Some-college,8648, Female,0, White,0.6824430332812649,7987,0.18241375780530245
1761,1761, HS-grad,1761, Male,0, White,0.8569548655579352,1024,0.8951786262667623
7837,7837, Some-college,7837, Male,1, White,0.7408032647558933,6329,0.3521343023850957
21,21, HS-grad,21, Female,0, Black,0.844387623055835,1344,0.8624219469751254
30196,30196, Some-college,30196, Female,0, White,0.8839939951141595,469,0.9519909919131948
28061,28061, Some-college,28061, Male,0, White,0.7640638358761523,5302,0.4572627699866926
13618,13618, Assoc-voc,13618, Male,0, Black,0.8618902124640896,909,0.9069505578871941
17145,17145, HS-grad,17145, Female,0, White,0.8695787550179422,770,0.921179240454499
4086,4086, 10th,4086, Male,0, White,0.8599001803987684,950,0.9027536083529533
19805,19805, Some-college,19805, Male,1, White,0.9073035755851581,194,0.9801412631794452
5499,5499, HS-grad,5499, Male,0, White,0.7934267739023882,3504,0.6413143617565769
23508,23508, Bachelors,23508, Male,0, Asian-Pac-Islander,0.7818419434379698,4267,0.5632101545705804
7859,7859, Some-college,7859, Male,0, White,0.7892665474059779,3784,0.6126522673763948
14417,14417, Bachelors,14417, Male,0, White,0.7070663340234415,7467,0.2356433616542123
20016,20016, Some-college,20016, Female,0, White,0.899552966303511,255,0.973897021189477
30453,30453, Some-college,30453, Male,0, White,0.8845235708063497,461,0.9528099088954857
23811,23811, Some-college,23811, Female,0, Black,0.7503364526743354,5939,0.39205650527177804
18130,18130, HS-grad,18130, Female,0, White,0.683267213451559,7972,0.18394922714709794
23696,23696, HS-grad,23696, Male,0, White,0.8655823523078796,842,0.9138089876138806
16883,16883, HS-grad,16883, Female,0, White,0.8313563868811757,1714,0.8245470365441703
20096,20096, Assoc-acdm,20096, Male,1, White,0.7776308461893289,4525,0.5368000818916983
31322,31322, Assoc-voc,31322, Male,1, White,0.7472551987325804,6069,0.37874910430955067
7327,7327, Doctorate,7327, Male,1, White,0.7518751097314855,5877,0.3984031118845327
24681,24681, 11th,24681, Male,0, White,0.8219114467346478,2060,0.789128877060088
24416,24416, HS-grad,24416, Male,0, Black,0.8153655763696757,2326,0.7618998873989149
4196,4196, 9th,4196, Male,0, White,0.7874639829334582,3903,0.6004708772648173
24061,24061, HS-grad,24061, Female,0, Black,0.7589968372509721,5554,0.43146688504452857
7548,7548, HS-grad,7548, Male,0, White,0.9031234646290014,229,0.9765585013819225
15358,15358, HS-grad,15358, Female,0, Black,0.8370732632274297,1565,0.8397993653393387
27534,27534, HS-grad,27534, Male,0, White,0.7952589218786557,3414,0.6505271778073498
6317,6317, Bachelors,6317, Female,0, White,0.7339201058253042,6593,0.32511004196949533
19998,19998, Some-college,19998, Male,1, White,0.8849543232833286,451,0.9538335551233493
16166,16166, HS-grad,16166, Male,0, White,0.8509524073756409,1169,0.8803357559627393
25409,25409, HS-grad,25409, Male,0, White,0.7320486673892735,6658,0.31845634148838164
10001,10001, Bachelors,10001, Female,0, White,0.8261960434656502,1916,0.8038693827413246
12090,12090, Assoc-voc,12090, Male,0, White,0.6914910326509334,7822,0.19930392056505275
13821,13821, 10th,13821, Male,0, Asian-Pac-Islander,0.7696751301297003,5016,0.48653905210359305
28042,28042, Assoc-acdm,28042, Female,0, White,0.6615421914881822,8328,0.14750742143515205
31169,31169, Bachelors,31169, Male,0, White,0.6840849810092933,7959,0.18527996724332074
10963,10963, Some-college,10963, Male,0, White,0.7814978369929513,4287,0.5611628621148531
3879,3879, 5th-6th,3879, Female,1, Asian-Pac-Islander,0.7519333320507284,5873,0.3988125703756782
18982,18982, Prof-school,18982, Male,0, White,0.8307049069336644,1739,0.8219879209745112
8306,8306, Some-college,8306, Female,0, White,0.7889138518808803,3803,0.6107073395434538
24631,24631, Doctorate,24631, Male,1, White,0.7830130652783084,4198,0.5702733135428396
11897,11897, Some-college,11897, Male,1, White,0.8125540389713766,2461,0.7480806633227557
27300,27300, Assoc-acdm,27300, Male,1, White,0.35229135986812465,9276,0.050465759033678004
21534,21534, 12th,21534, Male,0, Black,0.7364815835355393,6500,0.3346299518886273
13952,13952, 11th,13952, Female,0, White,0.6994107210072198,7635,0.21844610502610295
30753,30753, Some-college,30753, Male,1, White,0.8365049564923857,1583,0.8379568021291841
5352,5352, HS-grad,5352, Male,0, White,0.7085958300436007,7419,0.2405568635479578
18434,18434, HS-grad,18434, Female,0, White,0.7426152192135261,6271,0.35807145050670486
15992,15992, HS-grad,15992, Male,0, Other,0.7909937284692069,3667,0.6246289282423994
31096,31096, Masters,31096, Male,1, White,0.78286168848075,4206,0.5694543965605487
22328,22328, HS-grad,22328, Female,1, White,0.8136786025172503,2412,0.7530965298392875
28194,28194, Bachelors,28194, Male,0, White,0.7532368933099692,5809,0.40536390623400553
18097,18097, HS-grad,18097, Male,0, White,0.9270324093265316,83,0.9915037363087317
9629,9629, Masters,9629, Male,1, White,0.8078249869106205,2716,0.7219776845122325
29859,29859, Masters,29859, Male,0, White,0.8617151120094807,912,0.9066434640188351
29546,29546, Some-college,29546, Female,0, White,0.7790744510114616,4439,0.5456034394513256
15680,15680, Some-college,15680, Male,0, White,0.7774569804456046,4538,0.5354693417954755
11325,11325, HS-grad,11325, Male,1, White,0.6083322337431933,8634,0.11618384686252436
4560,4560, Some-college,4560, Male,0, White,0.8841134285460083,465,0.9524004504043403
18951,18951, HS-grad,18951, Male,0, White,0.7172306437886262,7174,0.2656361961306173
30035,30035, HS-grad,30035, Female,0, Black,0.885283662305343,446,0.9543453782372812
7864,7864, HS-grad,7864, Male,0, White,0.4919704579129064,8915,0.08741938785955572
1695,1695, HS-grad,1695, Male,1, Black,0.6952802803112665,7737,0.20800491350189376
11946,11946, 11th,11946, Female,0, Asian-Pac-Islander,0.7851440618467389,4056,0.5848090899785034
9740,9740, 10th,9740, Male,0, White,0.6480783848271521,8457,0.1343023850957109
19890,19890, Assoc-voc,19890, Male,0, White,0.829759713380615,1770,0.8188146176681339
19580,19580, HS-grad,19580, Female,0, Amer-Indian-Eskimo,0.7030152395468584,7548,0.22735182720851677
4183,4183, HS-grad,4183, Male,0, White,0.7662364581338281,5191,0.4686252431159791
26483,26483, Some-college,26483, Female,0, White,0.7445142503799113,6197,0.36564643259289586
10250,10250, Assoc-voc,10250, Male,0, Black,0.775313891281904,4675,0.5214453884737436
29375,29375, Some-college,29375, Male,0, White,0.7248042008625614,6915,0.2921486334322858
27140,27140, Doctorate,27140, Male,1, White,0.7870998933685008,3923,0.59842358480909
2282,2282, HS-grad,2282, Male,1, White,0.7991815795248999,3204,0.6720237485924865
2868,2868, Bachelors,2868, Male,0, White,0.7741099841650041,4753,0.513460947896407
15664,15664, Prof-school,15664, Male,1, White,0.017371808002692446,9661,0.011055379260927478
31044,31044, 5th-6th,31044, Male,0, White,0.799257911725768,3199,0.6725355717064183
15364,15364, Assoc-voc,15364, Male,0, White,0.72566415152858,6887,0.295014842870304
6253,6253, HS-grad,6253, Male,0, White,0.7419590616419458,6287,0.356433616542123
18144,18144, HS-grad,18144, Male,0, White,0.5699274185569305,8730,0.10635684307503324
19311,19311, Some-college,19311, Male,0, White,0.8866783055702095,424,0.9565973999385813
24390,24390, Some-college,24390, Female,0, White,0.737602180201088,6460,0.33872453680008185
20881,20881, HS-grad,20881, Male,0, White,0.801769084954217,3061,0.6866618896509367
12299,12299, HS-grad,12299, Male,1, White,0.5216288674966164,8828,0.09632511004196953
11289,11289, Bachelors,11289, Male,0, White,0.7276505900605805,6810,0.30289691882485414
27094,27094, Assoc-voc,27094, Male,0, White,0.764805015360772,5272,0.46033370867028356
15790,15790, Masters,15790, Male,0, Black,0.8159761315997803,2297,0.7648684614597195
10640,10640, HS-grad,10640, Male,0, White,0.7822776113454873,4242,0.5657692701402395
10593,10593, Bachelors,10593, Female,0, Black,0.8018982603922938,3052,0.6875831712560139
12496,12496, HS-grad,12496, Female,0, White,0.8877617512588604,414,0.9576210461664448
31477,31477, HS-grad,31477, Female,0, White,0.809201458327615,2652,0.7285290203705599
21387,21387, Bachelors,21387, Male,0, White,0.7770887123244028,4561,0.5331149554713891
23190,23190, Masters,23190, Male,1, White,0.7733941587115434,4797,0.5089569044938069
32437,32437, HS-grad,32437, Male,0, White,0.6842838757601889,7958,0.1853823318661071
2196,2196, Some-college,2196, Male,1, White,0.8155043704325935,2321,0.7624117105128467
14604,14604, Some-college,14604, Female,0, White,0.7998853320250563,3170,0.6755041457672228
30174,30174, Bachelors,30174, Male,1, White,0.8162320025839758,2283,0.7663015661787287
17877,17877, 9th,17877, Male,0, Asian-Pac-Islander,0.8348062416087048,1622,0.8339645818405159
13376,13376, Masters,13376, Female,0, White,0.7272538936427018,6823,0.30156617872863134
16889,16889, Assoc-acdm,16889, Male,0, White,0.8322808538597515,1691,0.8269014228682567
24509,24509, HS-grad,24509, Male,0, White,0.49326679728815226,8908,0.08813594021906024
9389,9389, HS-grad,9389, Male,0, White,0.7502275090581179,5949,0.3910328590439144
7385,7385, Bachelors,7385, Male,1, White,0.00018716827423026494,9714,0.0056300542532500275
12243,12243, HS-grad,12243, Female,0, White,0.8072282144624263,2744,0.7191114750742144
16969,16969, Assoc-acdm,16969, Male,0, White,0.8186785978713087,2181,0.7767427577029379
3424,3424, 5th-6th,3424, Male,0, White,0.8608354660407742,931,0.9046985361858941
10562,10562, HS-grad,10562, Male,0, Black,0.8266745056697993,1897,0.8058143105742656
2417,2417, Some-college,2417, Female,0, White,0.7286970318725216,6769,0.30709386835909513
3790,3790, Bachelors,3790, Male,0, White,0.775757072092125,4645,0.5245163271573344
13909,13909, HS-grad,13909, Male,0, White,0.7957817441598296,3383,0.653700481113727
101,101, Bachelors,101, Male,1, White,0.026374833474453685,9613,0.015968881154672987
19093,19093, Some-college,19093, Male,0, White,0.7314669837910137,6680,0.31620431978708163
20148,20148, Bachelors,20148, Male,0, White,0.5927447226655188,8674,0.11208926195106972
21709,21709, Bachelors,21709, Male,0, White,0.7084996709707326,7424,0.24004504043402597
12736,12736, Assoc-voc,12736, Female,0, White,0.794945561557165,3425,0.6494011669566997
5789,5789, 7th-8th,5789, Female,0, White,0.8442255954183449,1349,0.8619101238611936
1243,1243, HS-grad,1243, Male,1, White,0.8278520036664512,1851,0.8105230832224384
2639,2639, 5th-6th,2639, Female,0, White,0.7327982448826378,6636,0.32070836318968166
12862,12862, Bachelors,12862, Male,0, White,0.5774450748383291,8708,0.10860886477633325
8385,8385, HS-grad,8385, Female,0, Black,0.7931755117471316,3524,0.6392670693008496
1387,1387, Some-college,1387, Male,1, White,0.6649857234168768,8275,0.1529327464428294
8371,8371, Some-college,8371, Female,0, White,0.7980499130009736,3271,0.6651653188658
